"","latitude","longitude","ratio","vegetationType"
"10813",-32.390186,117.696425,0.475914998,"forest"
"10814",-32.390186,117.696425,0.673468865,"forest"
"10815",-32.390186,117.696425,0.589027695,"forest"
"10816",-32.390186,117.696425,0.565673441,"forest"
"10817",-32.390186,117.696425,0.738390519,"forest"
"10818",-32.390186,117.696425,0.530520732,"forest"
"10819",-32.390186,117.696425,0.419764604,"forest"
"10820",-32.390186,117.696425,0.620870564,"forest"
"10821",-32.390186,117.696425,0.379872187,"forest"
"10822",-32.390186,117.696425,0.523410498,"forest"
"10823",-32.390186,117.696425,0.626119169,"forest"
"10824",-32.390186,117.696425,0.487272135,"forest"
"10825",-32.390186,117.696425,0.621326383,"forest"
"10826",-32.390186,117.696425,0.667881695,"forest"
"10827",-32.390186,117.696425,0.719556531,"forest"
"10828",-32.390186,117.696425,0.602027216,"forest"
"10829",-32.390186,117.696425,0.521589946,"forest"
"10830",-32.390186,117.696425,0.762633944,"forest"
"10831",-32.390186,117.696425,0.344599588,"forest"
"10832",-32.390186,117.696425,0.328407565,"forest"
"10833",-32.390186,117.696425,0.318833108,"forest"
"10834",-32.390186,117.696425,0.427242756,"forest"
"10835",-32.390186,117.696425,0.508699198,"forest"
"10836",-32.390186,117.696425,0.386488769,"forest"
"10837",-32.390186,117.696425,0.297288224,"forest"
"10838",-32.390186,117.696425,0.364826868,"forest"
"10839",-32.390186,117.696425,0.289732452,"forest"
"10840",-32.390186,117.696425,0.287586017,"forest"
"10841",-32.390186,117.696425,0.299296772,"forest"
"10842",-32.390186,117.696425,0.380878884,"forest"
"10843",-32.390186,117.696425,0.259750477,"forest"
"10844",-32.390186,117.696425,0.329074785,"forest"
"10845",-32.390186,117.696425,0.325244594,"forest"
"10846",-32.390186,117.696425,0.350782977,"forest"
"10847",-32.390186,117.696425,0.359493727,"forest"
"10848",-32.390186,117.696425,0.263562606,"forest"
"10849",-32.390186,117.696425,0.304269668,"forest"
"10850",-32.390186,117.696425,0.3068365,"forest"
"10851",-32.390186,117.696425,0.258914545,"forest"
"10852",-32.390186,117.696425,0.27767548,"forest"
"10853",-32.390186,117.696425,0.248477402,"forest"
"10854",-32.390186,117.696425,0.291270054,"forest"
"10855",-32.390186,117.696425,0.361006738,"forest"
"10856",-32.390186,117.696425,0.396990196,"forest"
"10857",-32.390186,117.696425,0.276785685,"forest"
"10858",-32.390186,117.696425,0.431223491,"forest"
"10859",-32.390186,117.696425,0.338090584,"forest"
"10860",-32.390186,117.696425,0.353102882,"forest"
"10861",-32.390186,117.696425,0.376770978,"forest"
"10862",-32.390186,117.696425,0.330742586,"forest"
"10863",-32.390186,117.696425,0.374922302,"forest"
"10864",-32.390186,117.696425,0.389633817,"forest"
"10865",-32.390186,117.696425,0.377819701,"forest"
"10866",-32.390186,117.696425,0.289097665,"forest"
"10867",-32.390186,117.696425,0.307543773,"forest"
"10868",-32.390186,117.696425,0.417522789,"forest"
"10869",-32.390186,117.696425,0.497637971,"forest"
"10870",43.66667,4.25,0.140306122,"forest"
"10871",-33.44,122.05,1.551219512,"forest"
"10872",-33.44,122.05,1.729545455,"forest"
"10873",-33.44,122.05,3.436111111,"forest"
"10874",-33.44,122.05,1.97037037,"forest"
"10875",-33.44,122.05,1.154545455,"forest"
"10876",-33.44,122.05,0.663636364,"forest"
"10877",-33.44,122.05,1.389333333,"forest"
"10878",-33.44,122.05,1.032038835,"forest"
"10879",-33.44,122.05,0.368660969,"forest"
"10880",-33.44,122.05,1.124509804,"forest"
"10881",40.78333333,-2.766666667,0.624580535,"forest"
"10882",40.78333333,-2.766666667,0.279450504,"forest"
"10883",40.78333333,-2.766666667,0.559651573,"forest"
"10884",40.78333333,-2.766666667,0.446636241,"forest"
"10885",40.78333333,-2.766666667,6.249690527,"forest"
"10886",40.78333333,-2.766666667,0.529884829,"forest"
"10887",40.78333333,-2.766666667,0.470798865,"forest"
"10888",-32.947044,117.59907,0.562566802,"forest"
"10889",-32.02,117.74,0.62849207,"forest"
"10890",-32.02,117.74,0.411956109,"forest"
"10891",-32.02,117.74,0.310192618,"forest"
"10892",-32.02,117.74,0.260327044,"forest"
"10893",-32.02,117.74,0.34118599,"forest"
"10894",-32.02,117.74,0.265630161,"forest"
"10895",-32.02,117.74,0.764036164,"forest"
"10896",-32.02,117.74,0.476309856,"forest"
"10897",-32.02,117.74,0.52185442,"forest"
"10898",-32.02,117.74,0.31156978,"forest"
"10899",-32.02,117.74,0.375404752,"forest"
"10900",-32.02,117.74,0.336511515,"forest"
"10901",-31.0698,116.5552833,0.22020439,"forest"
"10902",-31.0698,116.5552833,0.27032839,"forest"
"10903",-28.489746,115.86154,0.546642893,"forest"
"10904",-35.337744,139.63166,0.331591972,"forest"
"10905",-35.337744,139.63166,1.12755841,"forest"
"10906",-35.337744,139.63166,0.599007884,"forest"
"10907",-35.337744,139.63166,2.111063587,"forest"
"10908",-35.337744,139.63166,0.475044663,"forest"
"10909",-35.337744,139.63166,1.148664463,"forest"
"10910",-35.337744,139.63166,0.605033619,"forest"
"10911",-35.337744,139.63166,1.269436238,"forest"
"10912",-35.337744,139.63166,0.4623086,"forest"
"10913",-35.337744,139.63166,0.666501466,"forest"
"10914",-35.337744,139.63166,1.308131768,"forest"
"10915",-35.337744,139.63166,0.537898168,"forest"
"10916",-35.337744,139.63166,0.605862502,"forest"
"10917",-35.337744,139.63166,1.190604509,"forest"
"10918",-35.337744,139.63166,0.469832175,"forest"
"10919",-35.337744,139.63166,1.10902482,"forest"
"10920",-32.1,118.4,0.452274368,"forest"
"10921",-32.1,118.4,1.024411588,"forest"
"10922",-32.1,118.4,1.32463383,"forest"
"10923",-32.1,118.6,0.841370208,"forest"
"10924",-32.1,118.6,0.849034315,"forest"
"10925",-32.1,118.6,0.53013887,"forest"
"10926",-32.1,118.6,0.46314577,"forest"
"10927",-32.1,118.6,0.483726504,"forest"
"10928",-32.1,118.6,0.822092068,"forest"
"10929",38.35,-2.666666667,0.287314397,"forest"
"10930",38.35,-2.666666667,0.159119818,"forest"
"10931",38.35,-2.666666667,0.255271269,"forest"
"10932",38.35,-2.666666667,0.209057278,"forest"
"10933",38.35,-2.666666667,0.253890185,"forest"
"10934",38.35,-2.666666667,0.204861374,"forest"
"10935",38.35,-2.666666667,0.187384122,"forest"
"10936",38.35,-2.666666667,0.284210809,"forest"
"10937",38.35,-2.666666667,0.220185737,"forest"
"10938",-30.3,116.2,0.443426932,"forest"
"10939",-30.3,116.2,0.307360041,"forest"
"10940",-30.3,116.2,0.321712412,"forest"
"10941",-30.3,116.2,0.275214277,"forest"
"10942",-30.3,116.2,0.419245742,"forest"
"10943",-30.3,116.2,0.416854183,"forest"
"10944",-30.3,116.2,0.265565972,"forest"
"10945",-30.3,116.2,0.329883846,"forest"
"10946",-30.3,116.2,0.43256742,"forest"
"10947",-30.3,116.2,0.277149493,"forest"
"10948",-30.3,116.2,0.238939223,"forest"
"10949",-30.3,116.2,0.24151646,"forest"
"10950",-30.3,116.2,0.241259242,"forest"
"10951",-30.3,116.2,0.203148391,"forest"
"10952",-30.8,117.7,0.246727521,"forest"
"10953",41.6,-2.366666667,0.43031207,"forest"
"10954",41.6,-2.366666667,0.219454515,"forest"
"10955",41.6,-2.366666667,0.197604849,"forest"
"10956",41.6,-2.366666667,0.314459257,"forest"
"10957",41.6,-2.366666667,0.279998743,"forest"
"10958",41.6,-2.366666667,0.250131644,"forest"
"10959",41.6,-2.366666667,0.254797996,"forest"
"10960",41.6,-2.366666667,0.477417267,"forest"
"10961",43.6,3.88,0.185873606,"forest"
"10962",43.6,2.8833,0.166666667,"forest"
"10963",-34.06443,118.850217,0.225097095,"forest"
"10964",-34.06443,118.850217,0.174816702,"forest"
"10965",-34.06443,118.850217,0.265891967,"forest"
"10966",-32.891346,117.76983,0.397214204,"forest"
"10967",-34.06688,118.855137,0.34017075,"forest"
"10968",-34.06688,118.855137,0.236827242,"forest"
"10969",-34.06688,118.855137,0.245054146,"forest"
"10970",-34.06688,118.855137,0.489117649,"forest"
"10971",-34.06688,118.855137,0.312646548,"forest"
"10972",-34.06688,118.855137,0.217622092,"forest"
"10973",-34.075434,118.857611,0.371974132,"forest"
"10974",-34.075434,118.857611,0.247540536,"forest"
"10975",-34.213684,118.718025,0.446396638,"forest"
"10976",-34.213684,118.718025,0.426086072,"forest"
"10977",-34.213684,118.718025,0.569525293,"forest"
"10978",-33.525738,116.15607,0.399108625,"forest"
"10979",36.66666667,-4.833333333,0.769410324,"forest"
"10980",36.66666667,-4.833333333,0.691301436,"forest"
"10981",36.66666667,-4.833333333,1.27109538,"forest"
"10982",36.66666667,-4.833333333,0.900032757,"forest"
"10983",36.66666667,-4.833333333,0.6204779,"forest"
"10984",36.66666667,-4.833333333,0.505882771,"forest"
"10985",36.66666667,-4.833333333,0.905937568,"forest"
"10986",40.66666667,-1.983333333,0.247511452,"forest"
"10987",40.66666667,-1.983333333,0.225089953,"forest"
"10988",40.66666667,-1.983333333,0.237283295,"forest"
"10989",40.66666667,-1.983333333,0.224774819,"forest"
"10990",40.66666667,-1.983333333,0.221777234,"forest"
"10991",40.66666667,-1.983333333,0.235388561,"forest"
"10992",40.66666667,-1.983333333,0.227901313,"forest"
"10993",40.66666667,-1.983333333,0.327335826,"forest"
"10994",40.66666667,-1.983333333,0.160402881,"forest"
"10995",40.66666667,-1.983333333,0.248141197,"forest"
"10996",40.66666667,-1.983333333,0.244857337,"forest"
"10997",40.66666667,-1.983333333,0.30935392,"forest"
"10998",40.66666667,-1.983333333,0.208357478,"forest"
"10999",-30.8274,117.2753167,0.166893212,"forest"
"11000",-30.197,117.116,0.98489426,"forest"
"11001",-33.01,117.25,0.24375,"forest"
"11002",-33.01,117.25,0.488931298,"forest"
"11003",-33.01,117.25,0.364516129,"forest"
"11004",-33.01,117.25,0.32406015,"forest"
"11005",-33.01,117.25,0.219470199,"forest"
"11006",-33.01,117.25,0.334456929,"forest"
"11007",-33.01,117.25,0.33431085,"forest"
"11008",-33.01,117.25,0.893793103,"forest"
"11009",-33.01,117.25,0.345243619,"forest"
"11010",-32.6736,118.2361,0.486796342,"forest"
"11011",44.67,9,0.133756377,"forest"
"11012",44.67,9,0.13458529,"forest"
"11013",43.67,4.25,1.732283465,"forest"
"11014",-34.226063,118.742751,0.303205367,"forest"
"11015",-34.226063,118.742751,0.585682422,"forest"
"11016",-34.226063,118.742751,0.216929693,"forest"
"11017",-34.226063,118.742751,0.17713539,"forest"
"11018",-32.94686,117.59958,0.238064856,"forest"
"11019",-33.623646,115.74413,0.481088473,"forest"
"11020",29,77,0.150397276,"forest"
"11021",29,77,0.190392157,"forest"
"11022",29,77,0.153781038,"forest"
"11023",29,77,0.152892562,"forest"
"11024",29,77,0.104423984,"forest"
"11025",29,77,0.15035461,"forest"
"11026",29,77,0.190196078,"forest"
"11027",29,77,0.153737659,"forest"
"11028",29,77,0.152892562,"forest"
"11029",29,77,0.10443571,"forest"
"11030",46,69,0.205776173,"forest"
"11031",48,86.4,0.032896199,"forest"
"11032",48,86.9,0.32828756,"forest"
"11033",38.5,63.33,1.626279863,"forest"
"11034",41,49,0.210772834,"forest"
"11035",41,49,0.255482456,"forest"
"11036",41,49,0.251175549,"forest"
"11037",41,49,0.218348624,"forest"
"11038",41,49,0.243687375,"forest"
"11039",41,49,0.219908913,"forest"
"11040",41,49,0.340044743,"forest"
"11041",47,89.4,0.312542465,"forest"
"11042",41.5,85.2,0.125403762,"forest"
"11043",49.99,80,0.221498371,"forest"
"11044",49.99,80,0.166545981,"forest"
"11045",49.99,80,0.191053829,"forest"
"11046",49.99,80,0.202350966,"forest"
"11047",49.99,80,0.46143617,"forest"
"11048",47.1078,89.3095,0.323854971,"forest"
"11049",43.9,87.7,0.231902051,"forest"
"11050",44.3087,85.6024,0.228219812,"forest"
"11051",41.7084,82.9055,0.140927775,"forest"
"11052",40.1027,88.1056,0.162314749,"forest"
"11053",43.9075,87.704,0.231852423,"forest"
"11054",48.0037,86.4068,0.032896199,"forest"
"11055",44.3,86.2,0.220603765,"forest"
"11056",44.3,86.2,0.485057471,"forest"
"11057",44.3,85.6,0.127190681,"forest"
"11058",44.3,85.6,0.22816421,"forest"
"11059",29.4,70.47,0.329100892,"forest"
"11060",29.4,70.47,0.221038615,"forest"
"11061",29.4,70.47,0.200252419,"forest"
"11062",42.8,93.1,0.311314697,"forest"
"11063",43.3,88.3,0.195692375,"forest"
"11064",47.7069,86.9058,0.309165042,"forest"
"11065",44.308,85.605,0.127177335,"forest"
"11066",29.166667,75.766667,0.221466731,"forest"
"11067",29.166667,75.766667,0.332954545,"forest"
"11068",29.166667,75.766667,0.756756757,"forest"
"11069",41.5058,85.2009,0.125403762,"forest"
"11070",47.004,89.4045,0.312531848,"forest"
"11071",41.7,82.9,0.140927775,"forest"
"11072",41.7,84.3,0.189243028,"forest"
"11073",47.7,86.9,0.309165042,"forest"
"11074",43.3034,88.3021,0.195734958,"forest"
"11075",44.3047,86.2064,0.485057471,"forest"
"11076",48.101,86.4082,0.368621346,"forest"
"11077",41.7098,84.3075,0.189243028,"forest"
"11078",42.8078,93.1094,0.311248074,"forest"
"11079",44.3091,86.2088,0.220603765,"forest"
"11080",40.1,88.1,0.162314749,"forest"
"11081",19.3,50.4,0.198,"forest"
"11082",19.3,50.4,0.198,"forest"
"11083",47.1,89.3,0.32382311,"forest"
"11084",48.0028,86.9001,0.32835232,"forest"
"11085",44,132,0.162085707,"forest"
"11086",44,132,0.161528716,"forest"
"11087",44,132,0.169518047,"forest"
"11088",44,132,0.172378327,"forest"
"11089",44,132,0.163555973,"forest"
"11090",44,132,0.174971779,"forest"
"11091",44,132,0.174012896,"forest"
"11092",44,132,0.178661298,"forest"
"11093",44,132,0.170113114,"forest"
"11094",44,132,0.170614211,"forest"
"11095",44,132,0.16782314,"forest"
"11096",44,132,0.173913043,"forest"
"11097",44,132,0.172184124,"forest"
"11098",44,132,0.173723783,"forest"
"11099",-18.25,35.6,0.2445397,"forest"
"11100",46.5,131.8,0.208904704,"forest"
"11101",46.5,131.8,0.20784689,"forest"
"11102",46.5,131.8,0.468223874,"forest"
"11103",46.5,131.8,0.337236764,"forest"
"11104",46.5,131.8,0.311393489,"forest"
"11105",47,130.7,0.161760806,"forest"
"11106",48.84794883,134.9007248,0.245283019,"forest"
"11107",50.42124136,128.3631311,0.418819188,"forest"
"11108",47.9086147,135.5225623,0.398305085,"forest"
"11109",50.26153473,129.1507548,0.595441595,"forest"
"11110",47.42760759,134.3160644,0.255045872,"forest"
"11111",44.42720717,132.018288,0.595441595,"forest"
"11112",48.24401995,132.2350189,0.221285564,"forest"
"11113",49.90041366,129.8034586,0.418819188,"forest"
"11114",51.47610389,127.5490677,0.245283019,"forest"
"11115",51.3217608,128.0364721,0.595441595,"forest"
"11116",49.46092,130.4917384,0.595441595,"forest"
"11117",46.25556276,134.088949,0.595441595,"forest"
"11118",47.62633926,134.6373772,0.595441595,"forest"
"11119",51.45202709,129.0072662,0.245283019,"forest"
"11120",46.3,133.5,0.4578062,"forest"
"11121",46.3,133.5,0.361076006,"forest"
"11122",46.3,133.5,0.18627451,"forest"
"11123",51.3,128,0.17429269,"forest"
"11124",45.8,132.9,0.438715953,"forest"
"11125",45.8,132.9,0.221378437,"forest"
"11126",48.12704294,135.2894871,0.595441595,"forest"
"11127",47.38,123.85,0.185761223,"forest"
"11128",51.11806281,127.3437008,0.178571429,"forest"
"11129",50.03066166,129.7253175,0.418819188,"forest"
"11130",46.3021,133.5024,0.361076006,"forest"
"11131",50.7,127.2,0.144664213,"forest"
"11132",46.5053,131.8009,0.337236764,"forest"
"11133",46.5017,131.8049,0.20784689,"forest"
"11134",49.18454204,130.801944,0.248062016,"forest"
"11135",49.0410195,130.7584364,0.245283019,"forest"
"11136",51.67373018,128.5805798,0.595441595,"forest"
"11137",46.5087,131.8004,0.208904704,"forest"
"11138",48.31829911,135.006703,0.595441595,"forest"
"11139",48.56780891,135.1597286,0.245283019,"forest"
"11140",48.25656324,132.5587378,0.595441595,"forest"
"11141",51.26926309,127.0291601,0.203428571,"forest"
"11142",50.68543795,128.2090501,0.418819188,"forest"
"11143",47.51610299,135.2719208,0.25245098,"forest"
"11144",50,140,0.265425532,"forest"
"11145",50,140,0.174409863,"forest"
"11146",52,114,0.13974359,"forest"
"11147",52,114,0.655172414,"forest"
"11148",52,114,0.460759494,"forest"
"11149",54,109.5,3.74479889,"forest"
"11150",54,109.5,0.948905109,"forest"
"11151",54,109.5,0.874635569,"forest"
"11152",54,109.5,1.351538996,"forest"
"11153",54,95,0.177407848,"forest"
"11154",54,95,0.141578638,"forest"
"11155",54,95,0.183532988,"forest"
"11156",54,95,0.194921447,"forest"
"11157",54,95,0.192344997,"forest"
"11158",54,95,0.183166548,"forest"
"11159",56,160,0.9048583,"forest"
"11160",56,160,0.223138366,"forest"
"11161",56,160,0.116722249,"forest"
"11162",56,101,0.274637681,"forest"
"11163",58,69,0.252928807,"forest"
"11164",60,151,0.310416667,"forest"
"11165",60,151,0.334494774,"forest"
"11166",60,38,0.211055276,"forest"
"11167",60,38,0.40052588,"forest"
"11168",60,38,0.362837223,"forest"
"11169",60,38,0.381807163,"forest"
"11170",60,38,0.369666077,"forest"
"11171",60,38,0.371236201,"forest"
"11172",60,59,0.404388715,"forest"
"11173",60,59,0.330350998,"forest"
"11174",60,59,0.257689111,"forest"
"11175",60,16,0.091190027,"forest"
"11176",60,16,0.085112379,"forest"
"11177",60,16,0.093802817,"forest"
"11178",60,16,0.072988968,"forest"
"11179",60,16,0.112278709,"forest"
"11180",60,16,0.176424759,"forest"
"11181",60,16,0.288588451,"forest"
"11182",60,16,0.159248769,"forest"
"11183",60,16,0.086455117,"forest"
"11184",60,16,0.071360657,"forest"
"11185",60,16,0.234037725,"forest"
"11186",60,16,0.190984696,"forest"
"11187",60,16,0.290287505,"forest"
"11188",60,16,0.112783233,"forest"
"11189",60,16,0.21183922,"forest"
"11190",60,16,0.081479249,"forest"
"11191",60,16,0.026499409,"forest"
"11192",60,16,0.072914046,"forest"
"11193",60,16,0.063547826,"forest"
"11194",60,16,0.093457123,"forest"
"11195",60,16,0.163888578,"forest"
"11196",60,16,0.070342816,"forest"
"11197",60,16,0.064130113,"forest"
"11198",60,16,0.107592732,"forest"
"11199",60,16,0.099908042,"forest"
"11200",60,16,0.082612475,"forest"
"11201",60,16,0.114406855,"forest"
"11202",60,16,0.114004588,"forest"
"11203",60,16,0.09683219,"forest"
"11204",60,16,0.0881753,"forest"
"11205",60,16,0.079209368,"forest"
"11206",60,16,0.097179241,"forest"
"11207",60,16,0.145201998,"forest"
"11208",60,16,0.075810808,"forest"
"11209",60,16,0.070065965,"forest"
"11210",60,16,0.082019362,"forest"
"11211",60,16,0.083138864,"forest"
"11212",60,16,0.034694865,"forest"
"11213",60,16,0.131264413,"forest"
"11214",60,16,0.103408012,"forest"
"11215",60,16,0.099782992,"forest"
"11216",60,16,0.104894066,"forest"
"11217",60,16,0.074394434,"forest"
"11218",60,16,0.049891833,"forest"
"11219",60,16,0.130332083,"forest"
"11220",60,16,0.099077836,"forest"
"11221",60,16,0.14872183,"forest"
"11222",60,16,0.046799879,"forest"
"11223",60,16,0.092307087,"forest"
"11224",60,16,0.122571379,"forest"
"11225",60,16,0.10923084,"forest"
"11226",60,16,0.107372376,"forest"
"11227",60,16,0.169084705,"forest"
"11228",60,16,0.142478104,"forest"
"11229",60,16,0.125214722,"forest"
"11230",60,16,0.138340975,"forest"
"11231",60,16,0.130191809,"forest"
"11232",60,16,0.119804932,"forest"
"11233",60,16,0.217307266,"forest"
"11234",60,16,0.14396211,"forest"
"11235",60,16,0.135461936,"forest"
"11236",60,16,0.074486394,"forest"
"11237",60,16,0.164983545,"forest"
"11238",60,16,0.083834335,"forest"
"11239",60,16,0.127198917,"forest"
"11240",60,16,0.072201583,"forest"
"11241",60,16,0.082253017,"forest"
"11242",60,16,0.045700671,"forest"
"11243",60,16,0.050884583,"forest"
"11244",60,16,0.106409459,"forest"
"11245",60,16,0.060472099,"forest"
"11246",60,16,0.10754843,"forest"
"11247",60,16,0.057519587,"forest"
"11248",60,16,0.090443368,"forest"
"11249",60,16,0.064014827,"forest"
"11250",60,16,0.098052384,"forest"
"11251",60,16,0.093988146,"forest"
"11252",60,16,0.091795754,"forest"
"11253",60,16,0.07090004,"forest"
"11254",60,16,0.107190465,"forest"
"11255",60,16,0.080565478,"forest"
"11256",60,16,0.070895783,"forest"
"11257",60,16,0.017025228,"forest"
"11258",60,16,0.04785754,"forest"
"11259",60,16,0.049240681,"forest"
"11260",60,16,0.053333333,"forest"
"11261",60,16,0.031306225,"forest"
"11262",60,16,0.058943981,"forest"
"11263",60,16,0.079589408,"forest"
"11264",60,16,0.07043928,"forest"
"11265",60,16,0.065337823,"forest"
"11266",60,16,0.063275991,"forest"
"11267",60,16,0.078349321,"forest"
"11268",60,16,0.083270354,"forest"
"11269",60,16,0.035543767,"forest"
"11270",60,16,0.050834598,"forest"
"11271",60,16,0.038251366,"forest"
"11272",60,40.5,0.285531253,"forest"
"11273",60,40.5,0.49596929,"forest"
"11274",60,40.5,0.387470762,"forest"
"11275",60,40.5,0.380292533,"forest"
"11276",60,150,4.872093023,"forest"
"11277",60,150,1.2572056,"forest"
"11278",60,150,1.066875858,"forest"
"11279",60,40,0.537634409,"forest"
"11280",60,40,0.448491438,"forest"
"11281",60,40,0.371244635,"forest"
"11282",60,40,0.494050698,"forest"
"11283",60,40,0.604666448,"forest"
"11284",60,40,0.275427543,"forest"
"11285",60,40,0.253662298,"forest"
"11286",62,50.33,0.261917373,"forest"
"11287",62,50.33,0.21618904,"forest"
"11288",62,50.33,0.22122315,"forest"
"11289",62,50.33,0.284953395,"forest"
"11290",62,92,0.155417407,"forest"
"11291",62,92,0.25,"forest"
"11292",62,92,0.179546775,"forest"
"11293",62,92,0.161009574,"forest"
"11294",62,92,0.280085522,"forest"
"11295",62,87,0.17340923,"forest"
"11296",62,87,0.145705312,"forest"
"11297",62,87,0.173962945,"forest"
"11298",62,87,0.165422364,"forest"
"11299",62,87,0.158961882,"forest"
"11300",62,87,0.147696477,"forest"
"11301",62,87,0.175510503,"forest"
"11302",62,87,0.110747246,"forest"
"11303",62,87,0.191148996,"forest"
"11304",62,87,0.161693485,"forest"
"11305",62,87,0.190172643,"forest"
"11306",62,102.5,0.152866242,"forest"
"11307",62,90,0.200752823,"forest"
"11308",62,90,0.166778749,"forest"
"11309",62,90,0.208274895,"forest"
"11310",62,33,0.130593607,"forest"
"11311",62,33,0.205940594,"forest"
"11312",62,33,1.448717949,"forest"
"11313",62,33,0.213075061,"forest"
"11314",62,33,0.219948849,"forest"
"11315",62,33,0.19504644,"forest"
"11316",62,33,0.235709245,"forest"
"11317",62,33,0.235763098,"forest"
"11318",62,33,0.221057646,"forest"
"11319",62,33,0.27027027,"forest"
"11320",62,33,0.219409283,"forest"
"11321",62,33,0.18462785,"forest"
"11322",62,33,0.184854316,"forest"
"11323",62,33,0.180627107,"forest"
"11324",62,33,0.184766585,"forest"
"11325",62,130,0.218905473,"forest"
"11326",62,24.5,0.317380353,"forest"
"11327",62,24.5,0.21021021,"forest"
"11328",62,24.5,0.191256831,"forest"
"11329",62,24.5,0.25511432,"forest"
"11330",62,24.5,0.170838972,"forest"
"11331",62,24.5,0.399597383,"forest"
"11332",62,24.5,0.215,"forest"
"11333",62,24.5,0.248647067,"forest"
"11334",62,50.5,0.246465888,"forest"
"11335",62,50.5,0.257894737,"forest"
"11336",62,50.5,0.294525829,"forest"
"11337",62,117,0.141463415,"forest"
"11338",62,51,0.51056088,"forest"
"11339",62,51,0.317109145,"forest"
"11340",62,91,0.180124224,"forest"
"11341",62,34,0.233651467,"forest"
"11342",62,34,0.231304348,"forest"
"11343",62,34,0.226989453,"forest"
"11344",62,34,0.220091523,"forest"
"11345",62,34,0.20973998,"forest"
"11346",62,34,0.211586902,"forest"
"11347",62,34,0.209358197,"forest"
"11348",62,34,0.239382239,"forest"
"11349",62,34,0.227419355,"forest"
"11350",62,34,0.202046036,"forest"
"11351",62,34,0.220183486,"forest"
"11352",62,34,0.219457014,"forest"
"11353",62,34,0.230235784,"forest"
"11354",62,34,0.221262817,"forest"
"11355",62,34,0.23400936,"forest"
"11356",62,34,0.220412075,"forest"
"11357",62,34,0.236907731,"forest"
"11358",62,34,0.171097148,"forest"
"11359",62,34,0.177120141,"forest"
"11360",62,34,0.173410405,"forest"
"11361",62,34,0.171296296,"forest"
"11362",62,34,0.151515152,"forest"
"11363",62,34,0.2,"forest"
"11364",62,34,0.238095238,"forest"
"11365",62,34,0.250376248,"forest"
"11366",62,34,0.239382239,"forest"
"11367",62,34,0.227419355,"forest"
"11368",62,34,0.202046036,"forest"
"11369",62,34,0.220183486,"forest"
"11370",62,34,0.227817746,"forest"
"11371",62,34,0.231884058,"forest"
"11372",62,34,0.208695652,"forest"
"11373",62,34,0.209382151,"forest"
"11374",62,34,0.233215548,"forest"
"11375",62,34,0.209770115,"forest"
"11376",62,34,0.220043573,"forest"
"11377",62,34,0.219291635,"forest"
"11378",62,34,0.229757785,"forest"
"11379",62,34,0.220905172,"forest"
"11380",62,34,0.233523612,"forest"
"11381",62,34,0.219990435,"forest"
"11382",62,34,0.236436038,"forest"
"11383",62,34,0.236907731,"forest"
"11384",62,34,0.233215548,"forest"
"11385",62,34,0.222222222,"forest"
"11386",62,34,0.209469154,"forest"
"11387",62,34,0.210327456,"forest"
"11388",62,34,0.209142857,"forest"
"11389",62,34,0.231884058,"forest"
"11390",62,34,0.224880383,"forest"
"11391",62,34,0.248995984,"forest"
"11392",62,34,0.227419355,"forest"
"11393",62,34,0.202046036,"forest"
"11394",62,34,0.220183486,"forest"
"11395",62,34,0.219457014,"forest"
"11396",62,34,0.230235784,"forest"
"11397",62,34,0.221262817,"forest"
"11398",62,34,0.23400936,"forest"
"11399",62,34,0.220412075,"forest"
"11400",62,50.2,0.273027303,"forest"
"11401",62,50.2,0.325058185,"forest"
"11402",62,50.2,0.397619431,"forest"
"11403",62,50.2,0.505293426,"forest"
"11404",62,23,0.820895522,"forest"
"11405",62,23,0.301507538,"forest"
"11406",62,23,0.855670103,"forest"
"11407",62,23,0.333333333,"forest"
"11408",62,23,0.205326262,"forest"
"11409",62,23,0.195580414,"forest"
"11410",62,43.5,0.321982596,"forest"
"11411",64,40,0.234567153,"forest"
"11412",64,40,0.160252424,"forest"
"11413",64,40,0.320165247,"forest"
"11414",64,40,0.283489887,"forest"
"11415",64,40,0.257940068,"forest"
"11416",64,40,0.271186441,"forest"
"11417",64,40,0.277025396,"forest"
"11418",64,40,0.223395415,"forest"
"11419",64,40,0.193619514,"forest"
"11420",64,40,0.171707803,"forest"
"11421",64,40,0.156134495,"forest"
"11422",64,40,0.138820912,"forest"
"11423",64,40,0.121296789,"forest"
"11424",64,40,0.219047619,"forest"
"11425",64,40,0.254575031,"forest"
"11426",64,40,0.325427468,"forest"
"11427",64,100,0.229508197,"forest"
"11428",64,100,0.176285414,"forest"
"11429",64,100,0.258534555,"forest"
"11430",64,100,0.451669596,"forest"
"11431",64,100,1.125596184,"forest"
"11432",64,100,0.360954447,"forest"
"11433",64,100,0.354722422,"forest"
"11434",64,48,0.376793598,"forest"
"11435",64,48,0.531783159,"forest"
"11436",64,160,0.6687079,"forest"
"11437",64,33,0.187192118,"forest"
"11438",64,33,0.187202178,"forest"
"11439",64,33,0.173428799,"forest"
"11440",64,33,0.170002152,"forest"
"11441",64,33,0.179570896,"forest"
"11442",64,33,0.178850156,"forest"
"11443",68,33,0.225165563,"forest"
"11444",68,33,0.195876289,"forest"
"11445",68,33,1.05,"forest"
"11446",68,33,0.252873563,"forest"
"11447",68,33,2,"forest"
